OBJECTID,Join_Count,TARGET_FID,JOIN_FID,gauge_id,stationId,NEAR_FID,NEAR_DIST,Shape_Length,Shape_Area
89,1,9,128,il_12130,314,10,0,0.330496909061259,0.00407640391033038
90,1,9,131,il_12130,317,92,0,0.330496909061259,0.00407640391033038
91,1,10,25,il_12140,44,10,0.0621508118495629,0.451413688918905,0.00658341482633715
92,1,10,26,il_12140,45,10,0.00510114673937674,0.451413688918905,0.00658341482633715
93,1,10,34,il_12140,67,90,0,0.451413688918905,0.00658341482633715
94,1,10,127,il_12140,313,10,0.0613238200673806,0.451413688918905,0.00658341482633715
95,1,10,128,il_12140,314,10,0,0.451413688918905,0.00658341482633715
96,1,10,131,il_12140,317,92,0,0.451413688918905,0.00658341482633715
97,1,11,26,il_13105,45,10,0.00510114673937674,0.417263628587679,0.00487753870638539
98,1,11,34,il_13105,67,90,0,0.417263628587679,0.00487753870638539
99,1,11,128,il_13105,314,10,0,0.417263628587679,0.00487753870638539
100,1,11,131,il_13105,317,92,0,0.417263628587679,0.00487753870638539
101,1,12,26,il_13125,45,10,0.00510114673937674,0.269794538177789,0.00168114397756937
102,1,12,34,il_13125,67,90,0,0.269794538177789,0.00168114397756937
103,1,12,128,il_13125,314,10,0,0.269794538177789,0.00168114397756937
104,1,12,131,il_13125,317,92,0,0.269794538177789,0.00168114397756937
105,1,13,26,il_13135,45,10,0.00510114673937674,0.337910043679202,0.00276544863055074
106,1,13,128,il_13135,314,10,0,0.337910043679202,0.00276544863055074
107,1,13,131,il_13135,317,92,0,0.337910043679202,0.00276544863055074
108,1,14,26,il_13146,45,10,0.00510114673937674,0.459001733197826,0.00596160541442275
109,1,14,27,il_13146,46,17,0.07182594108399,0.459001733197826,0.00596160541442275
110,1,14,34,il_13146,67,90,0,0.459001733197826,0.00596160541442275
111,1,14,128,il_13146,314,10,0,0.459001733197826,0.00596160541442275
112,1,14,129,il_13146,315,17,0.0719572935071085,0.459001733197826,0.00596160541442275
113,1,14,131,il_13146,317,92,0,0.459001733197826,0.00596160541442275
114,1,15,131,il_14115,317,92,0,0.454211864269605,0.00569007012793542
115,1,16,27,il_14120,46,17,0.07182594108399,1.34028859363584,0.0554628957065925
116,1,16,46,il_14120,107,17,0,1.34028859363584,0.0554628957065925
117,1,16,64,il_14120,224,92,0.000261125267126888,1.34028859363584,0.0554628957065925
118,1,16,77,il_14120,246,17,0,1.34028859363584,0.0554628957065925
119,1,16,129,il_14120,315,17,0.0719572935071085,1.34028859363584,0.0554628957065925
120,1,16,131,il_14120,317,92,0,1.34028859363584,0.0554628957065925
121,1,16,140,il_14120,328,92,0.000261125267126888,1.34028859363584,0.0554628957065925
122,1,17,8,il_15120,20,0,0,1.32343863337894,0.0467560119795596
123,1,17,9,il_15120,21,0,0,1.32343863337894,0.0467560119795596
124,1,17,27,il_15120,46,17,0.07182594108399,1.32343863337894,0.0467560119795596
125,1,17,42,il_15120,90,8,0.00120810534578137,1.32343863337894,0.0467560119795596
126,1,17,46,il_15120,107,17,0,1.32343863337894,0.0467560119795596
127,1,17,73,il_15120,242,0,0,1.32343863337894,0.0467560119795596
128,1,17,77,il_15120,246,17,0,1.32343863337894,0.0467560119795596
129,1,17,78,il_15120,247,0,0,1.32343863337894,0.0467560119795596
130,1,17,92,il_15120,277,0,0,1.32343863337894,0.0467560119795596
131,1,17,129,il_15120,315,17,0.0719572935071085,1.32343863337894,0.0467560119795596
132,1,18,72,il_30145,241,22,0,0.270462381821984,0.00296025879124402
133,1,18,149,il_30145,346,22,0,0.270462381821984,0.00296025879124402
134,1,18,150,il_30145,348,22,0,0.270462381821984,0.00296025879124402
135,1,18,154,il_30145,352,22,0,0.270462381821984,0.00296025879124402
136,1,18,168,il_30145,498,22,0,0.270462381821984,0.00296025879124402
137,1,18,169,il_30145,499,22,0,0.270462381821984,0.00296025879124402
138,1,19,4,il_30155,10,30,0,0.456482933924679,0.00426268732844899
139,1,19,55,il_30155,202,22,0,0.456482933924679,0.00426268732844899
140,1,19,118,il_30155,303,30,0,0.456482933924679,0.00426268732844899
141,1,19,137,il_30155,324,22,0,0.456482933924679,0.00426268732844899
142,1,19,150,il_30155,348,22,0,0.456482933924679,0.00426268732844899
143,1,19,154,il_30155,352,22,0,0.456482933924679,0.00426268732844899
144,1,19,168,il_30155,498,22,0,0.456482933924679,0.00426268732844899
145,1,19,169,il_30155,499,22,0,0.456482933924679,0.00426268732844899
146,1,20,31,il_30165,62,23,0,0.605250118986711,0.00871516680632943
147,1,20,87,il_30165,269,42,0,0.605250118986711,0.00871516680632943
148,1,20,113,il_30165,298,42,0,0.605250118986711,0.00871516680632943
149,1,20,155,il_30165,353,22,0,0.605250118986711,0.00871516680632943
150,1,20,156,il_30165,354,22,0,0.605250118986711,0.00871516680632943
151,1,21,31,il_30170,62,23,0,0.336072613759846,0.00330712881444493
152,1,21,50,il_30170,123,29,0.0118008176719791,0.336072613759846,0.00330712881444493
153,1,21,135,il_30170,322,29,0.003082615690253,0.336072613759846,0.00330712881444493
154,1,21,155,il_30170,353,22,0,0.336072613759846,0.00330712881444493
155,1,21,156,il_30170,354,22,0,0.336072613759846,0.00330712881444493
156,1,22,4,il_30175,10,30,0,2.48621589877081,0.135912565911208
157,1,22,31,il_30175,62,23,0,2.48621589877081,0.135912565911208
158,1,22,50,il_30175,123,29,0.0118008176719791,2.48621589877081,0.135912565911208
159,1,22,55,il_30175,202,22,0,2.48621589877081,0.135912565911208
160,1,22,72,il_30175,241,22,0,2.48621589877081,0.135912565911208
161,1,22,87,il_30175,269,42,0,2.48621589877081,0.135912565911208
162,1,22,113,il_30175,298,42,0,2.48621589877081,0.135912565911208
163,1,22,118,il_30175,303,30,0,2.48621589877081,0.135912565911208
164,1,22,135,il_30175,322,29,0.003082615690253,2.48621589877081,0.135912565911208
165,1,22,137,il_30175,324,22,0,2.48621589877081,0.135912565911208
166,1,22,149,il_30175,346,22,0,2.48621589877081,0.135912565911208
167,1,22,150,il_30175,348,22,0,2.48621589877081,0.135912565911208
168,1,22,154,il_30175,352,22,0,2.48621589877081,0.135912565911208
169,1,22,155,il_30175,353,22,0,2.48621589877081,0.135912565911208
170,1,22,156,il_30175,354,22,0,2.48621589877081,0.135912565911208
171,1,22,168,il_30175,498,22,0,2.48621589877081,0.135912565911208
172,1,22,169,il_30175,499,22,0,2.48621589877081,0.135912565911208
173,1,23,31,il_31110,62,23,0,0.610704975669969,0.0121422613578549
174,1,23,44,il_31110,99,89,0,0.610704975669969,0.0121422613578549
175,1,23,48,il_31110,115,29,0,0.610704975669969,0.0121422613578549
176,1,23,50,il_31110,123,29,0.0118008176719791,0.610704975669969,0.0121422613578549
177,1,23,68,il_31110,233,29,0.000329686643346822,0.610704975669969,0.0121422613578549
178,1,23,87,il_31110,269,42,0,0.610704975669969,0.0121422613578549
179,1,23,113,il_31110,298,42,0,0.610704975669969,0.0121422613578549
180,1,23,133,il_31110,319,89,0,0.610704975669969,0.0121422613578549
181,1,23,135,il_31110,322,29,0.003082615690253,0.610704975669969,0.0121422613578549
182,1,23,142,il_31110,330,29,0,0.610704975669969,0.0121422613578549
183,1,23,155,il_31110,353,22,0,0.610704975669969,0.0121422613578549
184,1,23,156,il_31110,354,22,0,0.610704975669969,0.0121422613578549
185,1,24,31,il_31115,62,23,0,0.610465105347408,0.0095894845627757
186,1,24,44,il_31115,99,89,0,0.610465105347408,0.0095894845627757
187,1,24,48,il_31115,115,29,0,0.610465105347408,0.0095894845627757
188,1,24,50,il_31115,123,29,0.0118008176719791,0.610465105347408,0.0095894845627757
189,1,24,56,il_31115,205,89,0,0.610465105347408,0.0095894845627757
190,1,24,68,il_31115,233,29,0.000329686643346822,0.610465105347408,0.0095894845627757
191,1,24,87,il_31115,269,42,0,0.610465105347408,0.0095894845627757
192,1,24,113,il_31115,298,42,0,0.610465105347408,0.0095894845627757
193,1,24,133,il_31115,319,89,0,0.610465105347408,0.0095894845627757
194,1,24,135,il_31115,322,29,0.003082615690253,0.610465105347408,0.0095894845627757
195,1,24,138,il_31115,325,89,0,0.610465105347408,0.0095894845627757
196,1,24,142,il_31115,330,29,0,0.610465105347408,0.0095894845627757
197,1,25,2,il_31155,6,29,0,0.693295989270347,0.0154407302374451
198,1,25,4,il_31155,10,30,0,0.693295989270347,0.0154407302374451
199,1,25,65,il_31155,227,27,0,0.693295989270347,0.0154407302374451
200,1,25,68,il_31155,233,29,0.000329686643346822,0.693295989270347,0.0154407302374451
201,1,25,116,il_31155,301,29,0,0.693295989270347,0.0154407302374451
202,1,25,118,il_31155,303,30,0,0.693295989270347,0.0154407302374451
203,1,25,139,il_31155,327,27,0,0.693295989270347,0.0154407302374451
204,1,25,142,il_31155,330,29,0,0.693295989270347,0.0154407302374451
205,1,25,155,il_31155,353,22,0,0.693295989270347,0.0154407302374451
206,1,25,156,il_31155,354,22,0,0.693295989270347,0.0154407302374451
207,1,26,2,il_31160,6,29,0,0.598458683242298,0.00777980392486875
208,1,26,65,il_31160,227,27,0,0.598458683242298,0.00777980392486875
209,1,26,68,il_31160,233,29,0.000329686643346822,0.598458683242298,0.00777980392486875
210,1,26,116,il_31160,301,29,0,0.598458683242298,0.00777980392486875
211,1,26,118,il_31160,303,30,0,0.598458683242298,0.00777980392486875
212,1,26,139,il_31160,327,27,0,0.598458683242298,0.00777980392486875
213,1,26,142,il_31160,330,29,0,0.598458683242298,0.00777980392486875
214,1,27,1,il_31163,2,28,0,0.549423295403101,0.0104743946713241
215,1,27,2,il_31163,6,29,0,0.549423295403101,0.0104743946713241
216,1,27,65,il_31163,227,27,0,0.549423295403101,0.0104743946713241
217,1,27,68,il_31163,233,29,0.000329686643346822,0.549423295403101,0.0104743946713241
218,1,27,115,il_31163,300,28,0,0.549423295403101,0.0104743946713241
219,1,27,116,il_31163,301,29,0,0.549423295403101,0.0104743946713241
220,1,27,139,il_31163,327,27,0,0.549423295403101,0.0104743946713241
221,1,27,142,il_31163,330,29,0,0.549423295403101,0.0104743946713241
222,1,28,1,il_31165,2,28,0,0.606629201138628,0.00973499809748511
223,1,28,2,il_31165,6,29,0,0.606629201138628,0.00973499809748511
224,1,28,48,il_31165,115,29,0,0.606629201138628,0.00973499809748511
225,1,28,65,il_31165,227,27,0,0.606629201138628,0.00973499809748511
226,1,28,115,il_31165,300,28,0,0.606629201138628,0.00973499809748511
227,1,28,116,il_31165,301,29,0,0.606629201138628,0.00973499809748511
228,1,28,139,il_31165,327,27,0,0.606629201138628,0.00973499809748511
229,1,29,1,il_31198,2,28,0,4.11672783765748,0.252166857333692
230,1,29,2,il_31198,6,29,0,4.11672783765748,0.252166857333692
231,1,29,3,il_31198,8,29,0,4.11672783765748,0.252166857333692
232,1,29,4,il_31198,10,30,0,4.11672783765748,0.252166857333692
233,1,29,5,il_31198,11,29,0.056906237757868,4.11672783765748,0.252166857333692
234,1,29,31,il_31198,62,23,0,4.11672783765748,0.252166857333692
235,1,29,44,il_31198,99,89,0,4.11672783765748,0.252166857333692
236,1,29,48,il_31198,115,29,0,4.11672783765748,0.252166857333692
237,1,29,50,il_31198,123,29,0.0118008176719791,4.11672783765748,0.252166857333692
238,1,29,55,il_31198,202,22,0,4.11672783765748,0.252166857333692
239,1,29,56,il_31198,205,89,0,4.11672783765748,0.252166857333692
240,1,29,65,il_31198,227,27,0,4.11672783765748,0.252166857333692
241,1,29,68,il_31198,233,29,0.000329686643346822,4.11672783765748,0.252166857333692
242,1,29,72,il_31198,241,22,0,4.11672783765748,0.252166857333692
243,1,29,87,il_31198,269,42,0,4.11672783765748,0.252166857333692
244,1,29,113,il_31198,298,42,0,4.11672783765748,0.252166857333692
245,1,29,115,il_31198,300,28,0,4.11672783765748,0.252166857333692
246,1,29,116,il_31198,301,29,0,4.11672783765748,0.252166857333692
247,1,29,117,il_31198,302,29,0,4.11672783765748,0.252166857333692
248,1,29,118,il_31198,303,30,0,4.11672783765748,0.252166857333692
249,1,29,119,il_31198,304,29,0.0601983921254751,4.11672783765748,0.252166857333692
250,1,29,133,il_31198,319,89,0,4.11672783765748,0.252166857333692
251,1,29,135,il_31198,322,29,0.003082615690253,4.11672783765748,0.252166857333692
252,1,29,137,il_31198,324,22,0,4.11672783765748,0.252166857333692
253,1,29,138,il_31198,325,89,0,4.11672783765748,0.252166857333692
254,1,29,139,il_31198,327,27,0,4.11672783765748,0.252166857333692
255,1,29,142,il_31198,330,29,0,4.11672783765748,0.252166857333692
256,1,29,149,il_31198,346,22,0,4.11672783765748,0.252166857333692
257,1,29,150,il_31198,348,22,0,4.11672783765748,0.252166857333692
258,1,29,154,il_31198,352,22,0,4.11672783765748,0.252166857333692
259,1,29,155,il_31198,353,22,0,4.11672783765748,0.252166857333692
260,1,29,156,il_31198,354,22,0,4.11672783765748,0.252166857333692
261,1,29,157,il_31198,355,29,0.0149303727731122,4.11672783765748,0.252166857333692
262,1,29,168,il_31198,498,22,0,4.11672783765748,0.252166857333692
263,1,29,169,il_31198,499,22,0,4.11672783765748,0.252166857333692
264,1,30,1,il_34160,2,28,0,1.79342607925692,0.0220599635452106
265,1,30,3,il_34160,8,29,0,1.79342607925692,0.0220599635452106
266,1,30,4,il_34160,10,30,0,1.79342607925692,0.0220599635452106
267,1,30,48,il_34160,115,29,0,1.79342607925692,0.0220599635452106
268,1,30,65,il_34160,227,27,0,1.79342607925692,0.0220599635452106
269,1,30,115,il_34160,300,28,0,1.79342607925692,0.0220599635452106
270,1,30,117,il_34160,302,29,0,1.79342607925692,0.0220599635452106
271,1,30,118,il_34160,303,30,0,1.79342607925692,0.0220599635452106
272,1,30,139,il_34160,327,27,0,1.79342607925692,0.0220599635452106
273,1,30,157,il_34160,355,29,0.0149303727731122,1.79342607925692,0.0220599635452106
274,1,31,10,il_18115,22,31,0,0.951537259402975,0.0228079416591898
275,1,31,11,il_18115,23,33,0.00692562182828133,0.951537259402975,0.0228079416591898
276,1,31,12,il_18115,24,3,0,0.951537259402975,0.0228079416591898
277,1,31,13,il_18115,25,37,0,0.951537259402975,0.0228079416591898
278,1,31,37,il_18115,75,33,0,0.951537259402975,0.0228079416591898
279,1,31,38,il_18115,77,37,0,0.951537259402975,0.0228079416591898
280,1,31,63,il_18115,218,64,0.0612243912384186,0.951537259402975,0.0228079416591898
281,1,31,79,il_18115,248,33,0.00648417422174634,0.951537259402975,0.0228079416591898
282,1,31,80,il_18115,249,31,0,0.951537259402975,0.0228079416591898
283,1,31,85,il_18115,259,2,0,0.951537259402975,0.0228079416591898
284,1,31,93,il_18115,278,3,0,0.951537259402975,0.0228079416591898
285,1,31,95,il_18115,280,64,0.0617782984637277,0.951537259402975,0.0228079416591898
286,1,31,96,il_18115,281,33,0,0.951537259402975,0.0228079416591898
287,1,31,97,il_18115,282,2,0,0.951537259402975,0.0228079416591898
288,1,31,101,il_18115,286,37,0,0.951537259402975,0.0228079416591898
289,1,31,102,il_18115,287,37,0,0.951537259402975,0.0228079416591898
290,1,31,103,il_18115,288,33,0,0.951537259402975,0.0228079416591898
291,1,32,37,il_18125,75,33,0,0.147077835074571,0.00123371287748366
292,1,32,85,il_18125,259,2,0,0.147077835074571,0.00123371287748366
293,1,32,97,il_18125,282,2,0,0.147077835074571,0.00123371287748366
294,1,32,102,il_18125,287,37,0,0.147077835074571,0.00123371287748366
295,1,32,103,il_18125,288,33,0,0.147077835074571,0.00123371287748366
296,1,33,10,il_18131,22,31,0,1.3114021857998,0.038728285861729
297,1,33,11,il_18131,23,33,0.00692562182828133,1.3114021857998,0.038728285861729
298,1,33,12,il_18131,24,3,0,1.3114021857998,0.038728285861729
299,1,33,13,il_18131,25,37,0,1.3114021857998,0.038728285861729
300,1,33,37,il_18131,75,33,0,1.3114021857998,0.038728285861729
301,1,33,38,il_18131,77,37,0,1.3114021857998,0.038728285861729
302,1,33,49,il_18131,121,34,0,1.3114021857998,0.038728285861729
303,1,33,63,il_18131,218,64,0.0612243912384186,1.3114021857998,0.038728285861729
304,1,33,79,il_18131,248,33,0.00648417422174634,1.3114021857998,0.038728285861729
305,1,33,80,il_18131,249,31,0,1.3114021857998,0.038728285861729
306,1,33,85,il_18131,259,2,0,1.3114021857998,0.038728285861729
307,1,33,93,il_18131,278,3,0,1.3114021857998,0.038728285861729
308,1,33,95,il_18131,280,64,0.0617782984637277,1.3114021857998,0.038728285861729
309,1,33,96,il_18131,281,33,0,1.3114021857998,0.038728285861729
310,1,33,97,il_18131,282,2,0,1.3114021857998,0.038728285861729
311,1,33,98,il_18131,283,34,0,1.3114021857998,0.038728285861729
312,1,33,101,il_18131,286,37,0,1.3114021857998,0.038728285861729
313,1,33,102,il_18131,287,37,0,1.3114021857998,0.038728285861729
314,1,33,103,il_18131,288,33,0,1.3114021857998,0.038728285861729
315,1,34,10,il_18150,22,31,0,1.65520896362519,0.0586010307426412
316,1,34,11,il_18150,23,33,0.00692562182828133,1.65520896362519,0.0586010307426412
317,1,34,12,il_18150,24,3,0,1.65520896362519,0.0586010307426412
318,1,34,13,il_18150,25,37,0,1.65520896362519,0.0586010307426412
319,1,34,36,il_18150,74,37,0.0102423289227745,1.65520896362519,0.0586010307426412
320,1,34,37,il_18150,75,33,0,1.65520896362519,0.0586010307426412
321,1,34,38,il_18150,77,37,0,1.65520896362519,0.0586010307426412
322,1,34,49,il_18150,121,34,0,1.65520896362519,0.0586010307426412
323,1,34,63,il_18150,218,64,0.0612243912384186,1.65520896362519,0.0586010307426412
324,1,34,79,il_18150,248,33,0.00648417422174634,1.65520896362519,0.0586010307426412
325,1,34,80,il_18150,249,31,0,1.65520896362519,0.0586010307426412
326,1,34,85,il_18150,259,2,0,1.65520896362519,0.0586010307426412
327,1,34,93,il_18150,278,3,0,1.65520896362519,0.0586010307426412
328,1,34,95,il_18150,280,64,0.0617782984637277,1.65520896362519,0.0586010307426412
329,1,34,96,il_18150,281,33,0,1.65520896362519,0.0586010307426412
330,1,34,97,il_18150,282,2,0,1.65520896362519,0.0586010307426412
331,1,34,98,il_18150,283,34,0,1.65520896362519,0.0586010307426412
332,1,34,99,il_18150,284,34,0.00956711189679476,1.65520896362519,0.0586010307426412
333,1,34,101,il_18150,286,37,0,1.65520896362519,0.0586010307426412
334,1,34,102,il_18150,287,37,0,1.65520896362519,0.0586010307426412
335,1,34,103,il_18150,288,33,0,1.65520896362519,0.0586010307426412
336,1,35,36,il_18178,74,37,0.0102423289227745,0.374332809596278,0.00614054287390423
337,1,35,49,il_18178,121,34,0,0.374332809596278,0.00614054287390423
338,1,35,85,il_18178,259,2,0,0.374332809596278,0.00614054287390423
339,1,35,97,il_18178,282,2,0,0.374332809596278,0.00614054287390423
340,1,35,98,il_18178,283,34,0,0.374332809596278,0.00614054287390423
341,1,35,99,il_18178,284,34,0.00956711189679476,0.374332809596278,0.00614054287390423
342,1,36,10,il_18180,22,31,0,1.65520896362519,0.0586010307426412
343,1,36,11,il_18180,23,33,0.00692562182828133,1.65520896362519,0.0586010307426412
344,1,36,12,il_18180,24,3,0,1.65520896362519,0.0586010307426412
345,1,36,13,il_18180,25,37,0,1.65520896362519,0.0586010307426412
346,1,36,36,il_18180,74,37,0.0102423289227745,1.65520896362519,0.0586010307426412
347,1,36,37,il_18180,75,33,0,1.65520896362519,0.0586010307426412
348,1,36,38,il_18180,77,37,0,1.65520896362519,0.0586010307426412
349,1,36,49,il_18180,121,34,0,1.65520896362519,0.0586010307426412
350,1,36,63,il_18180,218,64,0.0612243912384186,1.65520896362519,0.0586010307426412
351,1,36,79,il_18180,248,33,0.00648417422174634,1.65520896362519,0.0586010307426412
352,1,36,80,il_18180,249,31,0,1.65520896362519,0.0586010307426412
353,1,36,85,il_18180,259,2,0,1.65520896362519,0.0586010307426412
354,1,36,93,il_18180,278,3,0,1.65520896362519,0.0586010307426412
355,1,36,95,il_18180,280,64,0.0617782984637277,1.65520896362519,0.0586010307426412
356,1,36,96,il_18180,281,33,0,1.65520896362519,0.0586010307426412
357,1,36,97,il_18180,282,2,0,1.65520896362519,0.0586010307426412
358,1,36,98,il_18180,283,34,0,1.65520896362519,0.0586010307426412
359,1,36,99,il_18180,284,34,0.00956711189679476,1.65520896362519,0.0586010307426412
360,1,36,101,il_18180,286,37,0,1.65520896362519,0.0586010307426412
361,1,36,102,il_18180,287,37,0,1.65520896362519,0.0586010307426412
362,1,36,103,il_18180,288,33,0,1.65520896362519,0.0586010307426412
363,1,37,10,il_19180,22,31,0,1.73029430550457,0.0942934761374914
364,1,37,13,il_19180,25,37,0,1.73029430550457,0.0942934761374914
365,1,37,36,il_19180,74,37,0.0102423289227745,1.73029430550457,0.0942934761374914
366,1,37,37,il_19180,75,33,0,1.73029430550457,0.0942934761374914
367,1,37,38,il_19180,77,37,0,1.73029430550457,0.0942934761374914
368,1,37,41,il_19180,82,37,0,1.73029430550457,0.0942934761374914
369,1,37,49,il_19180,121,34,0,1.73029430550457,0.0942934761374914
370,1,37,51,il_19180,124,37,0.0557199364507271,1.73029430550457,0.0942934761374914
