il_basin_shapes_GenerateNear1.OBJECTID,il_basin_shapes_GenerateNear1.IN_FID,il_basin_shapes_GenerateNear1.NEAR_FID,il_basin_shapes_GenerateNear1.NEAR_DIST,il_basin_shapes_GenerateNear1.NEAR_RANK,il_basin_shapes.FID,il_basin_shapes.gauge_id,IMS_stations_lla_XYTableToPoint1.OBJECTID,IMS_stations_lla_XYTableToPoint1.stationId,IMS_stations_lla_XYTableToPoint1.latitude,IMS_stations_lla_XYTableToPoint1.longitude
136,29,48,0,1,29,il_31198,48,115,32.816,35.599
137,30,4,0,1,30,il_34160,4,10,33.133,35.783
138,30,118,0,1,30,il_34160,118,303,33.1288,35.8045
139,30,1,0.0114057383561428,2,30,il_34160,1,2,32.817,35.763
140,30,115,0.0121507143781377,3,30,il_34160,115,300,32.8174,35.7622
141,30,157,0.0371851798714366,4,30,il_34160,157,355,32.67,35.6
142,31,10,0,1,31,il_18115,10,22,31.771,35.197
143,31,80,0,1,31,il_18115,80,249,31.7704,35.1973
144,31,96,0.0021710200721908,2,31,il_18115,96,281,31.7878,35.1258
145,31,79,0.00648417491939291,3,31,il_18115,79,248,31.7806,35.2217
146,31,11,0.00692562221348112,4,31,il_18115,11,23,31.781,35.222
147,32,97,0.0235025199919789,1,32,il_18125,97,282,31.8341,34.9616
148,32,85,0.0236812114524931,2,32,il_18125,85,259,31.834,34.961
149,32,103,0.0490281410001344,3,32,il_18125,103,288,31.7248,34.9762
150,32,37,0.059725025512649,4,32,il_18125,37,75,31.716,34.966
151,32,102,0.0839768235898361,5,32,il_18125,102,287,31.6898,34.9744
152,33,10,0,1,33,il_18131,10,22,31.771,35.197
153,33,37,0,1,33,il_18131,37,75,31.716,34.966
154,33,80,0,1,33,il_18131,80,249,31.7704,35.1973
155,33,96,0,1,33,il_18131,96,281,31.7878,35.1258
156,33,103,0,1,33,il_18131,103,288,31.7248,34.9762
157,34,10,0,1,34,il_18150,10,22,31.771,35.197
158,34,37,0,1,34,il_18150,37,75,31.716,34.966
159,34,49,0,1,34,il_18150,49,121,31.793,34.804
160,34,80,0,1,34,il_18150,80,249,31.7704,35.1973
161,34,96,0,1,34,il_18150,96,281,31.7878,35.1258
162,35,49,0.0345746499225477,1,35,il_18178,49,121,31.793,34.804
163,35,98,0.0356769493977438,2,35,il_18178,98,283,31.791,34.805
164,35,85,0.0466046455037469,3,35,il_18178,85,259,31.834,34.961
165,35,97,0.0471422110289799,4,35,il_18178,97,282,31.8341,34.9616
166,35,99,0.0584673501032473,5,35,il_18178,99,284,31.8166,34.7244
167,36,10,0,1,36,il_18180,10,22,31.771,35.197
168,36,37,0,1,36,il_18180,37,75,31.716,34.966
169,36,49,0,1,36,il_18180,49,121,31.793,34.804
170,36,80,0,1,36,il_18180,80,249,31.7704,35.1973
171,36,96,0,1,36,il_18180,96,281,31.7878,35.1258
172,37,13,0,1,37,il_19180,13,25,31.683,34.983
173,37,38,0,1,37,il_19180,38,77,31.665,35.124
174,37,41,0,1,37,il_19180,41,82,31.658,34.681
175,37,69,0,1,37,il_19180,69,236,31.616,34.783
176,37,83,0,1,37,il_19180,83,252,31.6585,34.6798
177,38,15,0,1,38,il_23137,15,28,31.35,35.049
178,38,54,0,1,38,il_23137,54,188,31.47,35.07
179,38,71,0,1,38,il_23137,71,240,31.25,35.1855
180,38,107,0,1,38,il_23137,107,292,31.3568,35.0662
181,38,108,0,1,38,il_23137,108,293,31.2515,34.7995
182,39,100,0.00593323263224486,1,39,il_19130,100,285,31.6303,34.7913
183,39,69,0.0194089827503305,2,39,il_19130,69,236,31.616,34.783
184,39,54,0.0354628941316149,3,39,il_19130,54,188,31.47,35.07
185,39,13,0.0618546572274103,4,39,il_19130,13,25,31.683,34.983
186,39,41,0.0622343787399267,5,39,il_19130,41,82,31.658,34.681
187,40,13,0,1,40,il_19160,13,25,31.683,34.983
188,40,38,0,1,40,il_19160,38,77,31.665,35.124
189,40,101,0,1,40,il_19160,101,286,31.6644,35.1233
190,40,102,0,1,40,il_19160,102,287,31.6898,34.9744
191,40,37,0.00995822817487789,2,40,il_19160,37,75,31.716,34.966
192,41,13,0,1,41,il_19178,13,25,31.683,34.983
193,41,38,0,1,41,il_19178,38,77,31.665,35.124
194,41,101,0,1,41,il_19178,101,286,31.6644,35.1233
195,41,102,0,1,41,il_19178,102,287,31.6898,34.9744
196,41,98,0.00613799223551668,2,41,il_19178,98,283,31.791,34.805
197,42,87,0,1,42,il_2105,87,269,32.956,35.328
198,42,113,0,1,42,il_2105,113,298,32.956,35.3287
199,42,70,0.0169192834611427,2,42,il_2105,70,239,33.0653,35.2173
200,42,35,0.0176779284704916,3,42,il_2105,35,73,33.066,35.217
201,42,134,0.0242254092676525,4,42,il_2105,134,320,33.0806,35.1079
202,43,153,0.00987031981737386,1,43,il_21105,153,351,31.3812,34.8729
203,43,30,0.085984135693824,2,43,il_21105,30,59,31.333,34.783
204,44,153,0,1,44,il_21120,153,351,31.3812,34.8729
205,44,54,0.0500948331322364,2,44,il_21120,54,188,31.47,35.07
206,44,152,0.0769696327966008,3,44,il_21120,152,350,31.3,34.87
207,44,69,0.0779937911766454,4,44,il_21120,69,236,31.616,34.783
208,45,153,0,1,45,il_21130,153,351,31.3812,34.8729
209,45,76,0.018007205288134,2,45,il_21130,76,245,31.5036,34.648
210,45,40,0.026384631550334,3,45,il_21130,40,79,31.5,34.633
211,45,54,0.0500948355461297,4,45,il_21130,54,188,31.47,35.07
212,45,69,0.0579112749950402,5,45,il_21130,69,236,31.616,34.783
213,46,108,0.0233212447364057,1,46,il_23134,108,293,31.2515,34.7995
214,46,109,0.0327461944831508,2,46,il_23134,109,294,31.0708,34.8513
215,46,164,0.03630965156331,3,46,il_23134,164,411,31.2642,34.8045
216,46,165,0.03630965156331,3,46,il_23134,165,412,31.2642,34.8045
217,46,47,0.0380588952119087,4,46,il_23134,47,112,31.066,34.849
218,47,15,0,1,47,il_23150,15,28,31.35,35.049
219,47,43,0,1,47,il_23150,43,98,30.871,34.796
220,47,47,0,1,47,il_23150,47,112,31.066,34.849
221,47,54,0,1,47,il_23150,54,188,31.47,35.07
222,47,71,0,1,47,il_23150,71,240,31.25,35.1855
223,48,30,0,1,48,il_23160,30,59,31.333,34.783
224,48,153,0.00593133465075795,2,48,il_23160,153,351,31.3812,34.8729
225,48,108,0.00680375019210774,3,48,il_23160,108,293,31.2515,34.7995
226,48,164,0.00868572600561316,4,48,il_23160,164,411,31.2642,34.8045
227,48,165,0.00868572600561316,4,48,il_23160,165,412,31.2642,34.8045
228,49,89,0.0471081242902481,1,49,il_25191,89,271,30.8,34.77
229,49,143,0.0517977761983207,2,49,il_25191,143,335,30.7877,34.7712
230,49,163,0.0806132169872517,3,49,il_25191,163,381,30.98,34.7
231,49,82,0.0838540563273946,4,49,il_25191,82,251,30.8702,34.795
232,49,43,0.084999364688538,5,49,il_25191,43,98,30.871,34.796
233,50,168,0.0438772966430266,1,50,il_30118,168,498,33.2277,35.635
234,50,169,0.0438772966430266,1,50,il_30118,169,499,33.2277,35.635
235,50,150,0.0751079457393716,2,50,il_30118,150,348,33.23,35.6
236,50,154,0.0751079457393716,2,50,il_30118,154,352,33.23,35.6
237,51,168,0.00674097728022689,1,51,il_30120,168,498,33.2277,35.635
238,51,169,0.00674097728022689,1,51,il_30120,169,499,33.2277,35.635
239,51,150,0.0207811586878697,2,51,il_30120,150,348,33.23,35.6
240,51,154,0.0207811586878697,2,51,il_30120,154,352,33.23,35.6
241,51,72,0.0219174613397702,3,51,il_30120,72,241,33.241,35.57
242,52,168,0.00674097728022689,1,52,il_30122,168,498,33.2277,35.635
243,52,169,0.00674097728022689,1,52,il_30122,169,499,33.2277,35.635
244,52,150,0.00697678765060998,2,52,il_30122,150,348,33.23,35.6
245,52,154,0.00697678765060998,2,52,il_30122,154,352,33.23,35.6
246,52,72,0.0219174613397702,3,52,il_30122,72,241,33.241,35.57
247,54,168,0.0199312043054975,1,54,il_30125,168,498,33.2277,35.635
248,54,169,0.0199312043054975,1,54,il_30125,169,499,33.2277,35.635
249,54,150,0.0547604228529707,2,54,il_30125,150,348,33.23,35.6
250,54,154,0.0547604228529707,2,54,il_30125,154,352,33.23,35.6
251,54,55,0.0691282070598346,3,54,il_30125,55,202,33.173,35.613
252,55,168,0.00878054211884916,1,55,il_30128,168,498,33.2277,35.635
253,55,169,0.00878054211884916,1,55,il_30128,169,499,33.2277,35.635
254,55,150,0.0433531272305553,2,55,il_30128,150,348,33.23,35.6
255,55,154,0.0433531272305553,2,55,il_30128,154,352,33.23,35.6
256,55,55,0.0528095407983587,3,55,il_30128,55,202,33.173,35.613
257,56,168,0.0210726338358508,1,56,il_30131,168,498,33.2277,35.635
258,56,169,0.0210726338358508,1,56,il_30131,169,499,33.2277,35.635
259,56,150,0.0467267801983325,2,56,il_30131,150,348,33.23,35.6
260,56,154,0.0467267801983325,2,56,il_30131,154,352,33.23,35.6
261,56,72,0.0695276256198503,3,56,il_30131,72,241,33.241,35.57
262,57,72,0,1,57,il_30136,72,241,33.241,35.57
263,57,150,0,1,57,il_30136,150,348,33.23,35.6
264,57,154,0,1,57,il_30136,154,352,33.23,35.6
265,57,168,0,1,57,il_30136,168,498,33.2277,35.635
266,57,169,0,1,57,il_30136,169,499,33.2277,35.635
267,58,43,0.00389679357681696,1,58,il_23105,43,98,30.871,34.796
268,58,82,0.00427281739565661,2,58,il_23105,82,251,30.8702,34.795
269,58,163,0.018993273743421,3,58,il_23105,163,381,30.98,34.7
270,58,167,0.0228893329431637,4,58,il_23105,167,480,30.9831,34.7078
271,58,89,0.0379798101204024,5,58,il_23105,89,271,30.8,34.77
272,59,43,0.0603293123044742,1,59,il_23103,43,98,30.871,34.796
273,59,82,0.0615948788460452,2,59,il_23103,82,251,30.8702,34.795
274,60,110,0.0719310350494888,1,60,il_59185,110,295,30.7787,35.2389
275,62,84,0,1,62,il_38175,84,257,32.545,35.394
276,62,162,0,1,62,il_38175,162,380,32.5462,35.3945
277,62,166,0,1,62,il_38175,166,443,32.5462,35.3945
278,62,64,0.0123730265420835,2,62,il_38175,64,224,32.481,35.415
279,62,140,0.0123730265420835,2,62,il_38175,140,328,32.481,35.415
280,63,148,0.0415973301693092,1,63,il_4110,148,345,32.9836,35.0923
281,63,70,0.04206613984046,2,63,il_4110,70,239,33.0653,35.2173
282,63,35,0.0428052243842359,3,63,il_4110,35,73,33.066,35.217
283,63,146,0.0450502667336956,4,63,il_4110,146,343,32.98,35.09
284,63,87,0.0640848937365011,5,63,il_4110,87,269,32.956,35.328
285,64,60,0.0172673972987974,1,64,il_48125,60,210,31.583,35.383
286,64,104,0.0176998872112005,2,64,il_48125,104,289,31.5881,35.3916
287,64,79,0.0281230818856043,3,64,il_48125,79,248,31.7806,35.2217
288,64,11,0.0284106979082903,4,64,il_48125,11,23,31.781,35.222
289,64,80,0.0332895474418492,5,64,il_48125,80,249,31.7704,35.1973
290,65,101,0.00643987179572862,1,65,il_48130,101,286,31.6644,35.1233
291,65,38,0.0065656649609684,2,65,il_48130,38,77,31.665,35.124
292,65,60,0.0277890516557308,3,65,il_48130,60,210,31.583,35.383
293,65,104,0.0350328389062545,4,65,il_48130,104,289,31.5881,35.3916
294,65,80,0.0735829532890921,5,65,il_48130,80,249,31.7704,35.1973
295,66,16,0.0384040426456104,1,66,il_48185,16,29,31.251,35.186
296,66,71,0.0391750955818176,2,66,il_48185,71,240,31.25,35.1855
297,67,18,0.0169853608680921,1,67,il_48192,18,32,31.152,35.365
298,67,71,0.0205246784856509,2,67,il_48192,71,240,31.25,35.1855
299,67,16,0.0214581882961056,3,67,il_48192,16,29,31.251,35.186
300,68,148,0,1,68,il_5110,148,345,32.9836,35.0923
301,68,87,0.00108814199899638,2,68,il_5110,87,269,32.956,35.328
302,68,113,0.00178739575978085,3,68,il_5110,113,298,32.956,35.3287
303,68,146,0.00333145226557096,4,68,il_5110,146,343,32.98,35.09
304,68,138,0.0590897454947815,5,68,il_5110,138,325,32.8844,35.3015
305,69,86,0,1,69,il_55106,86,265,30.614,34.797
306,69,161,0,1,69,il_55106,161,379,30.6125,34.7967
307,69,111,0.00458215710957648,2,69,il_55106,111,296,30.6101,34.8046
308,69,143,0.0104028580682176,3,69,il_55106,143,335,30.7877,34.7712
309,69,89,0.0223523134043397,4,69,il_55106,89,271,30.8,34.77
310,70,86,0,1,70,il_55140,86,265,30.614,34.797
311,70,89,0,1,70,il_55140,89,271,30.8,34.77
312,70,143,0,1,70,il_55140,143,335,30.7877,34.7712
313,70,161,0,1,70,il_55140,161,379,30.6125,34.7967
314,70,111,0.00452321287879182,2,70,il_55140,111,296,30.6101,34.8046
315,72,111,0,1,72,il_56140,111,296,30.6101,34.8046
316,72,161,0.00361172451952174,2,72,il_56140,161,379,30.6125,34.7967
317,72,86,0.00401885356564313,3,72,il_56140,86,265,30.614,34.797
318,73,111,0,1,73,il_56150,111,296,30.6101,34.8046
319,73,161,0.0036117237052624,2,73,il_56150,161,379,30.6125,34.7967
320,73,86,0.00401885275596053,3,73,il_56150,86,265,30.614,34.797
321,73,19,0.0785116971434458,4,73,il_56150,19,33,30.51,35.14
322,74,111,0,1,74,il_56164,111,296,30.6101,34.8046
323,74,161,0.0036117237052624,2,74,il_56164,161,379,30.6125,34.7967
324,74,86,0.00401885275596053,3,74,il_56164,86,265,30.614,34.797
325,74,19,0.0745291902799422,4,74,il_56164,19,33,30.51,35.14
326,79,20,0.0125770743267892,1,79,il_57190,20,35,30.3696,35.15
327,79,58,0.013107126337471,2,79,il_57190,58,207,30.367,35.148
328,79,112,0.0141465180180773,3,79,il_57190,112,297,30.3655,35.1479
329,80,67,0.0223302212316131,1,80,il_58150,67,232,30.048,35.023
330,80,141,0.0224702943032931,2,80,il_58150,141,329,30.048,35.0233
331,80,123,0.0750222737590771,3,80,il_58150,123,309,29.8851,35.0771
332,80,21,0.0756218694636045,4,80,il_58150,21,36,29.886,35.078
333,81,67,0,1,81,il_58175,67,232,30.048,35.023
334,81,141,0,1,81,il_58175,141,329,30.048,35.0233
335,82,110,0.046110981367836,1,82,il_59195,110,295,30.7787,35.2389
336,83,141,0.030581459893234,1,83,il_60105,141,329,30.048,35.0233
337,83,67,0.0308431376781203,2,83,il_60105,67,232,30.048,35.023
338,84,141,0.0305814604327276,1,84,il_60110,141,329,30.048,35.0233
339,84,67,0.0308431382000728,2,84,il_60110,67,232,30.048,35.023
340,87,130,0.0552853121036751,1,87,il_60170,130,316,29.5526,34.952
341,87,32,0.0563473808565642,2,87,il_60170,32,64,29.553,34.954
342,88,130,0.042355841898411,1,88,il_60190,130,316,29.5526,34.952
343,88,32,0.0443801022784009,2,88,il_60190,32,64,29.553,34.954
344,89,44,0,1,89,il_7105,44,99,32.863,35.374
345,89,56,0,1,89,il_7105,56,205,32.883,35.299
346,89,133,0,1,89,il_7105,133,319,32.8621,35.3741
347,89,138,0,1,89,il_7105,138,325,32.8844,35.3015
348,89,87,0.000877958285114323,2,89,il_7105,87,269,32.956,35.328
349,90,34,0,1,90,il_8130,34,67,32.633,35.099
350,90,131,0.00170382338349684,2,90,il_8130,131,317,32.6028,35.0964
351,91,53,0.00101107629704764,1,91,il_8140,53,186,32.709,35.179
352,91,136,0.00192136643177438,2,91,il_8140,136,323,32.7078,35.1784
353,91,34,0.0589433627716763,3,91,il_8140,34,67,32.633,35.099
354,91,131,0.0848195673071987,4,91,il_8140,131,317,32.6028,35.0964
355,92,7,0,1,92,il_8146,7,16,32.597,35.278
356,92,34,0,1,92,il_8146,34,67,32.633,35.099
357,92,53,0,1,92,il_8146,53,186,32.709,35.179
358,92,121,0,1,92,il_8146,121,306,32.596,35.2769
359,92,131,0,1,92,il_8146,131,317,32.6028,35.0964
360,93,133,0.0132002006606037,1,93,il_8155,133,319,32.8621,35.3741
361,93,44,0.0140926564592554,2,93,il_8155,44,99,32.863,35.374
362,93,53,0.027876644693812,3,93,il_8155,53,186,32.709,35.179
363,93,136,0.0288161719400946,4,93,il_8155,136,323,32.7078,35.1784
364,93,56,0.0425575794094917,5,93,il_8155,56,205,32.883,35.299
365,94,18,0.0380847484263227,1,94,il_48188,18,32,31.152,35.365
366,94,71,0.0724251741064882,2,94,il_48188,71,240,31.25,35.1855
367,94,16,0.0724826804040789,3,94,il_48188,16,29,31.251,35.186
