il_basin_shape_G_ExportTable.OBJECTID,il_basin_shape_G_ExportTable.IN_FID,il_basin_shape_G_ExportTable.NEAR_FID,il_basin_shape_G_ExportTable.NEAR_DIST,il_basin_shape_G_ExportTable.NEAR_RANK,il_basin_shape_G_ExportTable.FROM_X,il_basin_shape_G_ExportTable.FROM_Y,il_basin_shape_G_ExportTable.NEAR_X,il_basin_shape_G_ExportTable.NEAR_Y,il_basin_shape_G_ExportTable.FID,il_basin_shape_G_ExportTable.gauge_id,IMS_stations_lla_pint.OBJECTID,IMS_stations_lla_pint.stationId,IMS_stations_lla_pint.latitude,IMS_stations_lla_pint.longitude
185,24,133,0.0011196780522612,1,35.3752170445998,32.862176748309,35.3741000000001,32.8621000000001,24,il_31115,133,319,32.8621,35.3741
186,24,44,0.00115775237359592,2,35.3751550293713,32.8630793581126,35.374,32.8630000000001,24,il_31115,44,99,32.863,35.374
187,24,138,0.0336529141712626,3,35.33404749288,32.8929544923549,35.3015,32.8844,24,il_31115,138,325,32.8844,35.3015
188,24,56,0.0364337573578584,4,35.33404749288,32.8929544923549,35.299,32.883,24,il_31115,56,205,32.883,35.299
189,24,113,0.0448778072942884,5,35.360884127115,32.9247238181777,35.3287,32.9560000000001,24,il_31115,113,298,32.956,35.3287
190,24,87,0.0453824345480051,6,35.360884127115,32.9247238181777,35.328,32.9560000000001,24,il_31115,87,269,32.956,35.328
191,24,135,0.0525036919370873,7,35.4968737683751,32.865198332468,35.5135000000001,32.9150000000001,24,il_31115,135,322,32.915,35.5135
192,24,50,0.060567110792386,8,35.505766127813,32.8619010987595,35.5330000000001,32.9160000000001,24,il_31115,50,123,32.916,35.533
193,24,31,0.0702112194381999,9,35.4455814286598,32.9479797938054,35.5070000000001,32.982,24,il_31115,31,62,32.982,35.507
194,24,68,0.0726505665850039,10,35.5150962027045,32.8484397697298,35.5790000000001,32.883,24,il_31115,68,233,32.883,35.579
195,24,142,0.0730651529411291,11,35.5150962027045,32.8484397697298,35.5792000000001,32.8835,24,il_31115,142,330,32.8835,35.5792
196,24,48,0.0898921530838719,12,35.5139993084173,32.8452486173437,35.599,32.816,24,il_31115,48,115,32.816,35.599
197,25,118,0.0192547329547039,1,35.807357382819,33.1097584637022,35.8045000000001,33.1288000000001,25,il_31155,118,303,33.1288,35.8045
198,25,4,0.0264636328399902,2,35.7953155322622,33.1095766883599,35.7830000000001,33.133,25,il_31155,4,10,33.133,35.783
199,25,2,0.0277584753412632,3,35.6555516242779,32.9086409509029,35.6530000000001,32.881,25,il_31155,2,6,32.881,35.653
200,25,116,0.0291005721820171,4,35.6555516242779,32.9086409509029,35.6504000000001,32.8800000000001,25,il_31155,116,301,32.88,35.6504
201,25,65,0.058292109478614,5,35.6993249330829,32.9390734763953,35.7480000000001,32.907,25,il_31155,65,227,32.907,35.748
202,25,139,0.0598774551577924,6,35.6993249330829,32.9390734763953,35.7487,32.9052,25,il_31155,139,327,32.9052,35.7487
203,25,142,0.0764391682762272,7,35.6493957671666,32.9137572424167,35.5792000000001,32.8835,25,il_31155,142,330,32.8835,35.5792
204,25,68,0.0768216896198259,8,35.6493957671666,32.9137572424167,35.5790000000001,32.883,25,il_31155,68,233,32.883,35.579
205,25,155,0.0774495953313774,9,35.6477401947334,33.002335700715,35.5735,33.0244000000001,25,il_31155,155,353,33.0244,35.5735
206,25,156,0.0774495953313774,9,35.6477401947334,33.002335700715,35.5735,33.0244000000001,25,il_31155,156,354,33.0244,35.5735
207,26,2,0.0177341822031241,1,35.6533637654222,32.8987304510132,35.6530000000001,32.881,26,il_31160,2,6,32.881,35.653
208,26,116,0.01896348334654,2,35.6533637654222,32.8987304510132,35.6504000000001,32.8800000000001,26,il_31160,116,301,32.88,35.6504
209,26,65,0.0376031140148013,3,35.7420873924942,32.9441353639553,35.7480000000001,32.907,26,il_31160,65,227,32.907,35.748
210,26,139,0.0394928999233731,4,35.7420873924942,32.9441353639553,35.7487,32.9052,26,il_31160,139,327,32.9052,35.7487
211,26,142,0.073243420192825,5,35.6505415103289,32.9000827472255,35.5792000000001,32.8835,26,il_31160,142,330,32.8835,35.5792
212,26,68,0.0735514297808454,6,35.6506415218405,32.8996524824335,35.5790000000001,32.883,26,il_31160,68,233,32.883,35.579
213,26,118,0.0822182063030627,7,35.8418869244691,33.0555739709773,35.8045000000001,33.1288000000001,26,il_31160,118,303,33.1288,35.8045
214,27,65,0,1,35.7480000000001,32.907,35.7480000000001,32.907,27,il_31163,65,227,32.907,35.748
215,27,139,0,1,35.7487,32.9052,35.7487,32.9052,27,il_31163,139,327,32.9052,35.7487
216,27,2,0.0108973737487997,2,35.6611941977049,32.8881838623731,35.6530000000001,32.881,27,il_31163,2,6,32.881,35.653
217,27,116,0.013511652845982,3,35.6605599850837,32.8889072703861,35.6504000000001,32.8800000000001,27,il_31163,116,301,32.88,35.6504
218,27,115,0.0743209569545668,4,35.7361394895984,32.8870021151996,35.7622000000001,32.8174000000001,27,il_31163,115,300,32.8174,35.7622
219,27,1,0.0749785512759817,5,35.7361394895984,32.8870021151996,35.763,32.8170000000001,27,il_31163,1,2,32.817,35.763
220,27,142,0.0806198388204477,6,35.659308694256,32.8925639680078,35.5792000000001,32.8835,27,il_31163,142,330,32.8835,35.5792
221,27,68,0.0808761760789046,7,35.659308694256,32.8925639680078,35.5790000000001,32.883,27,il_31163,68,233,32.883,35.579
222,28,1,0,1,35.763,32.8170000000001,35.763,32.8170000000001,28,il_31165,1,2,32.817,35.763
223,28,115,0,1,35.7622000000001,32.8174000000001,35.7622000000001,32.8174000000001,28,il_31165,115,300,32.8174,35.7622
224,28,139,0.0299885193183469,2,35.755645108846,32.876026780191,35.7487,32.9052,28,il_31165,139,327,32.9052,35.7487
225,28,65,0.0319027903889886,3,35.755645108846,32.876026780191,35.7480000000001,32.907,28,il_31165,65,227,32.907,35.748
226,28,116,0.0444691041367854,4,35.658360864312,32.8362492758674,35.6504000000001,32.8800000000001,28,il_31165,116,301,32.88,35.6504
227,28,2,0.045070679788187,5,35.658360864312,32.8362492758674,35.6530000000001,32.881,28,il_31165,2,6,32.881,35.653
228,28,48,0.0526095527633774,6,35.6503352831188,32.8275088552465,35.599,32.816,28,il_31165,48,115,32.816,35.599
229,29,1,0,1,35.763,32.8170000000001,35.763,32.8170000000001,29,il_31198,1,2,32.817,35.763
230,29,2,0,1,35.6530000000001,32.881,35.6530000000001,32.881,29,il_31198,2,6,32.881,35.653
231,29,3,0,1,35.5840000000001,32.7040000000001,35.5840000000001,32.7040000000001,29,il_31198,3,8,32.704,35.584
232,29,31,0,1,35.5070000000001,32.982,35.5070000000001,32.982,29,il_31198,31,62,32.982,35.507
233,29,48,0,1,35.599,32.816,35.599,32.816,29,il_31198,48,115,32.816,35.599
234,29,55,0,1,35.6130000000001,33.1730000000001,35.6130000000001,33.1730000000001,29,il_31198,55,202,33.173,35.613
235,29,65,0,1,35.7480000000001,32.907,35.7480000000001,32.907,29,il_31198,65,227,32.907,35.748
236,29,72,0,1,35.5700000000001,33.241,35.5700000000001,33.241,29,il_31198,72,241,33.241,35.57
237,29,115,0,1,35.7622000000001,32.8174000000001,35.7622000000001,32.8174000000001,29,il_31198,115,300,32.8174,35.7622
238,29,116,0,1,35.6504000000001,32.8800000000001,35.6504000000001,32.8800000000001,29,il_31198,116,301,32.88,35.6504
239,29,117,0,1,35.5839,32.7024000000001,35.5839,32.7024000000001,29,il_31198,117,302,32.7024,35.5839
240,29,137,0,1,35.6133,33.1716000000001,35.6133,33.1716000000001,29,il_31198,137,324,33.1716,35.6133
241,29,139,0,1,35.7487,32.9052,35.7487,32.9052,29,il_31198,139,327,32.9052,35.7487
242,29,142,0,1,35.5792000000001,32.8835,35.5792000000001,32.8835,29,il_31198,142,330,32.8835,35.5792
243,29,149,0,1,35.5696,33.2404000000001,35.5696,33.2404000000001,29,il_31198,149,346,33.2404,35.5696
244,29,150,0,1,35.6000000000001,33.2300000000001,35.6000000000001,33.2300000000001,29,il_31198,150,348,33.23,35.6
245,29,154,0,1,35.6000000000001,33.2300000000001,35.6000000000001,33.2300000000001,29,il_31198,154,352,33.23,35.6
246,29,155,0,1,35.5735,33.0244000000001,35.5735,33.0244000000001,29,il_31198,155,353,33.0244,35.5735
247,29,156,0,1,35.5735,33.0244000000001,35.5735,33.0244000000001,29,il_31198,156,354,33.0244,35.5735
248,29,168,0,1,35.6350000000001,33.2277,35.6350000000001,33.2277,29,il_31198,168,498,33.2277,35.635
249,29,169,0,1,35.6350000000001,33.2277,35.6350000000001,33.2277,29,il_31198,169,499,33.2277,35.635
250,29,68,0.000329686643346822,2,35.5790386997772,32.8833274074069,35.5790000000001,32.883,29,il_31198,68,233,32.883,35.579
251,29,4,0.00103678420668541,3,35.7828379243631,33.1319759624133,35.7830000000001,33.133,29,il_31198,4,10,33.133,35.783
252,29,133,0.00111968129443084,4,35.3752170479499,32.8621767468487,35.3741000000001,32.8621000000001,29,il_31198,133,319,32.8621,35.3741
253,29,44,0.001157756978521,5,35.3751550340849,32.8630793566885,35.374,32.8630000000001,29,il_31198,44,99,32.863,35.374
254,29,135,0.003082615690253,6,35.5104780827912,32.9156087165813,35.5135000000001,32.9150000000001,29,il_31198,135,322,32.915,35.5135
255,29,50,0.0118008176719791,7,35.5353420919786,32.9275660668722,35.5330000000001,32.9160000000001,29,il_31198,50,123,32.916,35.533
256,29,118,0.0124327342323033,8,35.7942942044863,33.1216996747665,35.8045000000001,33.1288000000001,29,il_31198,118,303,33.1288,35.8045
257,29,157,0.0149303727731122,9,35.5978460707874,32.6847741876289,35.6000000000001,32.6700000000001,29,il_31198,157,355,32.67,35.6
258,29,138,0.033652917996717,10,35.3340474956227,32.8929544969687,35.3015,32.8844,29,il_31198,138,325,32.8844,35.3015
259,29,56,0.0364337612568201,11,35.3340474956227,32.8929544969687,35.299,32.883,29,il_31198,56,205,32.883,35.299
260,29,113,0.0448778112247115,12,35.360884132589,32.9247238181708,35.3287,32.9560000000001,29,il_31198,113,298,32.956,35.3287
261,29,87,0.0453824385191569,13,35.360884132589,32.9247238181708,35.328,32.9560000000001,29,il_31198,87,269,32.956,35.328
262,29,5,0.056906237757868,14,35.5702513770989,32.7001787071294,35.5160000000001,32.6830000000001,29,il_31198,5,11,32.683,35.516
263,29,119,0.0601983921254751,15,35.5702513770989,32.7001787071294,35.5101000000001,32.6978,29,il_31198,119,304,32.6978,35.5101
264,30,4,0,1,35.7830000000001,33.133,35.7830000000001,33.133,30,il_34160,4,10,33.133,35.783
265,30,118,0,1,35.8045000000001,33.1288000000001,35.8045000000001,33.1288000000001,30,il_34160,118,303,33.1288,35.8045
266,30,1,0.0114057383561428,2,35.7684615721388,32.8069869037146,35.763,32.8170000000001,30,il_34160,1,2,32.817,35.763
267,30,115,0.0121507143781377,3,35.7684615721388,32.8069869037146,35.7622000000001,32.8174000000001,30,il_34160,115,300,32.8174,35.7622
268,30,157,0.0371851798714366,4,35.6352166373539,32.6819384276837,35.6000000000001,32.6700000000001,30,il_34160,157,355,32.67,35.6
269,30,117,0.0543632908822044,5,35.6351425929646,32.6842461006446,35.5839,32.7024000000001,30,il_34160,117,302,32.7024,35.5839
270,30,3,0.0548250066564904,6,35.6351425929646,32.6842461006446,35.5840000000001,32.7040000000001,30,il_34160,3,8,32.704,35.584
271,30,139,0.0695237317465499,7,35.808645537664,32.8699852049539,35.7487,32.9052,30,il_34160,139,327,32.9052,35.7487
272,30,65,0.0710491118231714,8,35.808645537664,32.8699852049539,35.7480000000001,32.907,30,il_34160,65,227,32.907,35.748
273,30,48,0.0889102837644878,9,35.6650019566395,32.7564283601129,35.599,32.816,30,il_34160,48,115,32.816,35.599
274,31,10,0,1,35.1970000000001,31.7710000000001,35.1970000000001,31.7710000000001,31,il_18115,10,22,31.771,35.197
275,31,80,0,1,35.1973,31.7704000000001,35.1973,31.7704000000001,31,il_18115,80,249,31.7704,35.1973
276,31,96,0.0021710200721908,2,35.1269819600733,31.7859789292878,35.1258,31.7878000000001,31,il_18115,96,281,31.7878,35.1258
277,31,79,0.00648417491939291,3,35.2207009198611,31.7741932564231,35.2217000000001,31.7806000000001,31,il_18115,79,248,31.7806,35.2217
278,31,11,0.00692562221348112,4,35.2209329017663,31.7741570807105,35.222,31.7810000000001,31,il_18115,11,23,31.781,35.222
279,31,103,0.0227444207185136,5,34.9984560696153,31.7294878608236,34.9762000000001,31.7248000000001,31,il_18115,103,288,31.7248,34.9762
280,31,13,0.0280691118882173,6,35.0012662941979,31.7043123799345,34.9830000000001,31.6830000000001,31,il_18115,13,25,31.683,34.983
281,31,102,0.0305353391218587,7,35.0012662941979,31.7043123799345,34.9744000000001,31.6898,31,il_18115,102,287,31.6898,34.9744
282,31,37,0.0324388904216629,8,34.9984098718801,31.7146282068278,34.9660000000001,31.7160000000001,31,il_18115,37,75,31.716,34.966
283,31,38,0.0411906345791659,9,35.1276310740671,31.7060302775784,35.124,31.6650000000001,31,il_18115,38,77,31.665,35.124
284,31,101,0.041850005785079,10,35.1269891995539,31.7060870818224,35.1233,31.6644000000001,31,il_18115,101,286,31.6644,35.1233
285,31,12,0.0492429362027184,11,35.1801944445391,31.8941006133102,35.15,31.9330000000001,31,il_18115,12,24,31.933,35.15
286,31,93,0.0589542856811712,12,35.1830251917784,31.8961318805999,35.1499000000001,31.9449000000001,31,il_18115,93,278,31.9449,35.1499
287,31,95,0.0652528894690854,13,35.2375090188073,31.8027234487299,35.2961,31.7740000000001,31,il_18115,95,280,31.774,35.2961
288,31,63,0.0656048289958535,14,35.2371964562323,31.80208843117,35.2960000000001,31.773,31,il_18115,63,218,31.773,35.296
289,31,97,0.0778001726492197,15,35.0019848428698,31.7676023960535,34.9616,31.8341,31,il_18115,97,282,31.8341,34.9616
290,31,85,0.0780281946151714,16,35.0019848428698,31.7676023960535,34.9610000000001,31.8340000000001,31,il_18115,85,259,31.834,34.961
291,32,97,0.0235025199919789,1,34.9721036324523,31.8130752015163,34.9616,31.8341,32,il_18125,97,282,31.8341,34.9616
292,32,85,0.0236812114524931,2,34.9715834923748,31.8128153483623,34.9610000000001,31.8340000000001,32,il_18125,85,259,31.834,34.961
293,32,103,0.0490281410001344,3,34.9834835343021,31.7732841080975,34.9762000000001,31.7248000000001,32,il_18125,103,288,31.7248,34.9762
294,32,37,0.059725025512649,4,34.9814279588743,31.7736979787988,34.9660000000001,31.7160000000001,32,il_18125,37,75,31.716,34.966
295,32,102,0.0839768235898361,5,34.9834835343021,31.7732841080975,34.9744000000001,31.6898,32,il_18125,102,287,31.6898,34.9744
296,33,10,0,1,35.1970000000001,31.7710000000001,35.1970000000001,31.7710000000001,33,il_18131,10,22,31.771,35.197
297,33,37,0,1,34.9660000000001,31.7160000000001,34.9660000000001,31.7160000000001,33,il_18131,37,75,31.716,34.966
298,33,80,0,1,35.1973,31.7704000000001,35.1973,31.7704000000001,33,il_18131,80,249,31.7704,35.1973
299,33,96,0,1,35.1258,31.7878000000001,35.1258,31.7878000000001,33,il_18131,96,281,31.7878,35.1258
300,33,103,0,1,34.9762000000001,31.7248000000001,34.9762000000001,31.7248000000001,33,il_18131,103,288,31.7248,34.9762
301,33,85,0.00232559971665504,2,34.9586852209986,31.8337759191741,34.9610000000001,31.8340000000001,33,il_18131,85,259,31.834,34.961
302,33,97,0.00293244339369506,3,34.9586812008868,31.8338174473609,34.9616,31.8341,33,il_18131,97,282,31.8341,34.9616
303,33,79,0.00648417422174633,4,35.2207009114425,31.774193258442,35.2217000000001,31.7806000000001,33,il_18131,79,248,31.7806,35.2217
304,33,11,0.00692562182828133,5,35.2209328927192,31.7741570825112,35.222,31.7810000000001,33,il_18131,11,23,31.781,35.222
305,33,102,0.00707987062986508,6,34.9759711352939,31.6967033399181,34.9744000000001,31.6898,33,il_18131,102,287,31.6898,34.9744
306,33,13,0.0154008591957641,7,34.9759711352939,31.6967033399181,34.9830000000001,31.6830000000001,33,il_18131,13,25,31.683,34.983
307,33,38,0.0411906334293748,8,35.1276310739657,31.7060302764331,35.124,31.6650000000001,33,il_18131,38,77,31.665,35.124
308,33,101,0.0418500046352878,9,35.1269891994525,31.7060870806771,35.1233,31.6644000000001,33,il_18131,101,286,31.6644,35.1233
309,33,98,0.0446225511197706,10,34.8486787119395,31.8001291944744,34.8050000000001,31.7910000000001,33,il_18131,98,283,31.791,34.805
310,33,49,0.0452439246133777,11,34.8486787119395,31.8001291944744,34.804,31.7930000000001,33,il_18131,49,121,31.793,34.804
311,33,12,0.049242937114767,12,35.1801944445394,31.8941006121559,35.15,31.9330000000001,33,il_18131,12,24,31.933,35.15
312,33,93,0.0589542866362039,13,35.1830251917787,31.8961318794456,35.1499000000001,31.9449000000001,33,il_18131,93,278,31.9449,35.1499
313,33,95,0.0652528833126117,14,35.2375090296237,31.8027234568076,35.2961,31.7740000000001,33,il_18131,95,280,31.774,35.2961
314,33,63,0.0656048325760989,15,35.2371964562352,31.8020884392505,35.2960000000001,31.773,33,il_18131,63,218,31.773,35.296
315,34,10,0,1,35.1970000000001,31.7710000000001,35.1970000000001,31.7710000000001,34,il_18150,10,22,31.771,35.197
316,34,37,0,1,34.9660000000001,31.7160000000001,34.9660000000001,31.7160000000001,34,il_18150,37,75,31.716,34.966
317,34,49,0,1,34.804,31.7930000000001,34.804,31.7930000000001,34,il_18150,49,121,31.793,34.804
318,34,80,0,1,35.1973,31.7704000000001,35.1973,31.7704000000001,34,il_18150,80,249,31.7704,35.1973
319,34,96,0,1,35.1258,31.7878000000001,35.1258,31.7878000000001,34,il_18150,96,281,31.7878,35.1258
320,34,98,0,1,34.8050000000001,31.7910000000001,34.8050000000001,31.7910000000001,34,il_18150,98,283,31.791,34.805
321,34,103,0,1,34.9762000000001,31.7248000000001,34.9762000000001,31.7248000000001,34,il_18150,103,288,31.7248,34.9762
322,34,85,0.00232559971665504,2,34.9586852209986,31.8337759191741,34.9610000000001,31.8340000000001,34,il_18150,85,259,31.834,34.961
323,34,97,0.00293244339369506,3,34.9586812008868,31.8338174473609,34.9616,31.8341,34,il_18150,97,282,31.8341,34.9616
324,34,79,0.00648417422174633,4,35.2207009114425,31.774193258442,35.2217000000001,31.7806000000001,34,il_18150,79,248,31.7806,35.2217
325,34,11,0.00692562182828133,5,35.2209328927192,31.7741570825112,35.222,31.7810000000001,34,il_18150,11,23,31.781,35.222
326,34,102,0.00707987062986508,6,34.9759711352939,31.6967033399181,34.9744000000001,31.6898,34,il_18150,102,287,31.6898,34.9744
327,34,99,0.00956711189679476,7,34.7337029572008,31.8188326256666,34.7244000000001,31.8166000000001,34,il_18150,99,284,31.8166,34.7244
328,34,13,0.0154008591957641,8,34.9759711352939,31.6967033399181,34.9830000000001,31.6830000000001,34,il_18150,13,25,31.683,34.983
329,34,36,0.0338217842853253,9,34.7337029572008,31.8188326256666,34.7,31.816,34,il_18150,36,74,31.816,34.7
330,34,38,0.0411906334293748,10,35.1276310739657,31.7060302764331,35.124,31.6650000000001,34,il_18150,38,77,31.665,35.124
331,34,101,0.0418500046352878,11,35.1269891994525,31.7060870806771,35.1233,31.6644000000001,34,il_18150,101,286,31.6644,35.1233
332,34,12,0.049242937114767,12,35.1801944445394,31.8941006121559,35.15,31.9330000000001,34,il_18150,12,24,31.933,35.15
333,34,93,0.0589542866362039,13,35.1830251917787,31.8961318794456,35.1499000000001,31.9449000000001,34,il_18150,93,278,31.9449,35.1499
334,34,95,0.0652528833126117,14,35.2375090296237,31.8027234568076,35.2961,31.7740000000001,34,il_18150,95,280,31.774,35.2961
335,34,63,0.0656048325760989,15,35.2371964562352,31.8020884392505,35.2960000000001,31.773,34,il_18150,63,218,31.773,35.296
336,35,49,0.0345746499225477,1,34.8240770929268,31.8211481217292,34.804,31.7930000000001,35,il_18178,49,121,31.793,34.804
337,35,98,0.0356769493977438,2,34.8240770929268,31.8211481217292,34.8050000000001,31.7910000000001,35,il_18178,98,283,31.791,34.805
338,35,85,0.0466046455037469,3,34.916833166409,31.8488756106789,34.9610000000001,31.8340000000001,35,il_18178,85,259,31.834,34.961
339,35,97,0.0471422110289799,4,34.916833166409,31.8488756106789,34.9616,31.8341,35,il_18178,97,282,31.8341,34.9616
340,35,99,0.0584673501032473,5,34.7793224156364,31.8366489223843,34.7244000000001,31.8166000000001,35,il_18178,99,284,31.8166,34.7244
341,35,36,0.081965990618127,6,34.7793224156364,31.8366489223843,34.7,31.816,35,il_18178,36,74,31.816,34.7
342,36,10,0,1,35.1970000000001,31.7710000000001,35.1970000000001,31.7710000000001,36,il_18180,10,22,31.771,35.197
343,36,37,0,1,34.9660000000001,31.7160000000001,34.9660000000001,31.7160000000001,36,il_18180,37,75,31.716,34.966
344,36,49,0,1,34.804,31.7930000000001,34.804,31.7930000000001,36,il_18180,49,121,31.793,34.804
345,36,80,0,1,35.1973,31.7704000000001,35.1973,31.7704000000001,36,il_18180,80,249,31.7704,35.1973
346,36,96,0,1,35.1258,31.7878000000001,35.1258,31.7878000000001,36,il_18180,96,281,31.7878,35.1258
347,36,98,0,1,34.8050000000001,31.7910000000001,34.8050000000001,31.7910000000001,36,il_18180,98,283,31.791,34.805
348,36,103,0,1,34.9762000000001,31.7248000000001,34.9762000000001,31.7248000000001,36,il_18180,103,288,31.7248,34.9762
349,36,85,0.00232559971665504,2,34.9586852209986,31.8337759191741,34.9610000000001,31.8340000000001,36,il_18180,85,259,31.834,34.961
350,36,97,0.00293244339369506,3,34.9586812008868,31.8338174473609,34.9616,31.8341,36,il_18180,97,282,31.8341,34.9616
351,36,79,0.00648417422174633,4,35.2207009114425,31.774193258442,35.2217000000001,31.7806000000001,36,il_18180,79,248,31.7806,35.2217
352,36,11,0.00692562182828133,5,35.2209328927192,31.7741570825112,35.222,31.7810000000001,36,il_18180,11,23,31.781,35.222
353,36,102,0.00707987062986508,6,34.9759711352939,31.6967033399181,34.9744000000001,31.6898,36,il_18180,102,287,31.6898,34.9744
354,36,99,0.00956711189679476,7,34.7337029572008,31.8188326256666,34.7244000000001,31.8166000000001,36,il_18180,99,284,31.8166,34.7244
355,36,13,0.0154008591957641,8,34.9759711352939,31.6967033399181,34.9830000000001,31.6830000000001,36,il_18180,13,25,31.683,34.983
356,36,36,0.0338217842853253,9,34.7337029572008,31.8188326256666,34.7,31.816,36,il_18180,36,74,31.816,34.7
357,36,38,0.0411906334293748,10,35.1276310739657,31.7060302764331,35.124,31.6650000000001,36,il_18180,38,77,31.665,35.124
358,36,101,0.0418500046352878,11,35.1269891994525,31.7060870806771,35.1233,31.6644000000001,36,il_18180,101,286,31.6644,35.1233
359,36,12,0.049242937114767,12,35.1801944445394,31.8941006121559,35.15,31.9330000000001,36,il_18180,12,24,31.933,35.15
360,36,93,0.0589542866362039,13,35.1830251917787,31.8961318794456,35.1499000000001,31.9449000000001,36,il_18180,93,278,31.9449,35.1499
361,36,95,0.0652528833126117,14,35.2375090296237,31.8027234568076,35.2961,31.7740000000001,36,il_18180,95,280,31.774,35.2961
362,36,63,0.0656048325760989,15,35.2371964562352,31.8020884392505,35.2960000000001,31.773,36,il_18180,63,218,31.773,35.296
363,37,13,0,1,34.9830000000001,31.6830000000001,34.9830000000001,31.6830000000001,37,il_19180,13,25,31.683,34.983
364,37,38,0,1,35.124,31.6650000000001,35.124,31.6650000000001,37,il_19180,38,77,31.665,35.124
365,37,41,0,1,34.681,31.6580000000001,34.681,31.6580000000001,37,il_19180,41,82,31.658,34.681
366,37,69,0,1,34.7830000000001,31.616,34.7830000000001,31.616,37,il_19180,69,236,31.616,34.783
367,37,83,0,1,34.6798000000001,31.6585000000001,34.6798000000001,31.6585000000001,37,il_19180,83,252,31.6585,34.6798
368,37,100,0,1,34.7913,31.6303,34.7913,31.6303,37,il_19180,100,285,31.6303,34.7913
369,37,101,0,1,35.1233,31.6644000000001,35.1233,31.6644000000001,37,il_19180,101,286,31.6644,35.1233
370,37,102,0,1,34.9744000000001,31.6898,34.9744000000001,31.6898,37,il_19180,102,287,31.6898,34.9744
371,37,98,0.00613799223551668,2,34.799180344861,31.7890489585484,34.8050000000001,31.7910000000001,37,il_19180,98,283,31.791,34.805
372,37,49,0.00623215887244964,3,34.799180344861,31.7890489585484,34.804,31.7930000000001,37,il_19180,49,121,31.793,34.804
373,37,37,0.00995822627663846,4,34.9603531743764,31.7077975838346,34.9660000000001,31.7160000000001,37,il_19180,37,75,31.716,34.966
374,37,36,0.0102423289227745,5,34.7043553190326,31.8067298059413,34.7,31.816,37,il_19180,36,74,31.816,34.7
375,37,90,0.0119156904032389,6,34.6402978621363,31.7436731595403,34.6350000000001,31.7330000000001,37,il_19180,90,274,31.733,34.635
376,37,144,0.0129899083032046,7,34.6405754725932,31.7435353613632,34.6348,31.7319000000001,37,il_19180,144,336,31.7319,34.6348
377,37,99,0.0182815134923274,8,34.7115896619673,31.8035574168565,34.7244000000001,31.8166000000001,37,il_19180,99,284,31.8166,34.7244
378,37,103,0.0231367864214886,9,34.9665034313609,31.7037931572449,34.9762000000001,31.7248000000001,37,il_19180,103,288,31.7248,34.9762
379,37,54,0.0354628903576626,10,35.0727871771703,31.5053531927263,35.0700000000001,31.47,37,il_19180,54,188,31.47,35.07
380,37,74,0.0550576849284086,11,34.6555425904668,31.7821136233252,34.6377000000001,31.8342000000001,37,il_19180,74,243,31.8342,34.6377
381,37,51,0.0557199364507271,12,34.6555425904668,31.7821136233252,34.638,31.835,37,il_19180,51,124,31.835,34.638
382,37,96,0.0692333478852769,13,35.1208723423049,31.7187422368663,35.1258,31.7878000000001,37,il_19180,96,281,31.7878,35.1258
383,37,80,0.0812377153770546,14,35.1497735631334,31.7045152202824,35.1973,31.7704000000001,37,il_19180,80,249,31.7704,35.1973
384,37,10,0.0815509795969912,15,35.1497735631334,31.7045152202824,35.1970000000001,31.7710000000001,37,il_19180,10,22,31.771,35.197
385,38,15,0,1,35.049,31.3500000000001,35.049,31.3500000000001,38,il_23137,15,28,31.35,35.049
386,38,54,0,1,35.0700000000001,31.47,35.0700000000001,31.47,38,il_23137,54,188,31.47,35.07
387,38,71,0,1,35.1855000000001,31.2500000000001,35.1855000000001,31.2500000000001,38,il_23137,71,240,31.25,35.1855
388,38,107,0,1,35.0662,31.3568000000001,35.0662,31.3568000000001,38,il_23137,107,292,31.3568,35.0662
389,38,108,0,1,34.7995000000001,31.2515000000001,34.7995000000001,31.2515000000001,38,il_23137,108,293,31.2515,34.7995
390,38,151,0,1,34.922,31.205,34.922,31.205,38,il_23137,151,349,31.205,34.922
391,38,152,0,1,34.8700000000001,31.3000000000001,34.8700000000001,31.3000000000001,38,il_23137,152,350,31.3,34.87
392,38,160,0,1,34.9227000000001,31.205,34.9227000000001,31.205,38,il_23137,160,370,31.205,34.9227
393,38,164,0,1,34.8045000000001,31.2642000000001,34.8045000000001,31.2642000000001,38,il_23137,164,411,31.2642,34.8045
394,38,165,0,1,34.8045000000001,31.2642000000001,34.8045000000001,31.2642000000001,38,il_23137,165,412,31.2642,34.8045
395,38,16,0.000803957921902853,2,35.1853539021675,31.2505215588532,35.186,31.251,38,il_23137,16,29,31.251,35.186
396,38,153,0.00166678375178302,3,34.8718898369769,31.3798742026016,34.8729000000001,31.3812,38,il_23137,153,351,31.3812,34.8729
397,38,109,0.0327461981564325,4,34.8673598443334,31.0993376049046,34.8513,31.0708000000001,38,il_23137,109,294,31.0708,34.8513
398,38,47,0.038058898890013,5,34.8673598443334,31.0993376049046,34.849,31.066,38,il_23137,47,112,31.066,34.849
399,38,30,0.0413048166186972,6,34.8196801907321,31.3140091736945,34.7830000000001,31.333,38,il_23137,30,59,31.333,34.783
400,39,100,0.00593323263224486,1,34.7971464006783,31.6292886402335,34.7913,31.6303,39,il_19130,100,285,31.6303,34.7913
